"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 00:00","2012","04","01","00:00","0.4","","-6.6","","59","","","","","","0","","25.0","","100.75","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 01:00","2012","04","01","01:00","-1.5","","-7.3","","65","","","","28","","4","","25.0","","100.77","","","","-3","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 02:00","2012","04","01","02:00","0.1","","-6.9","","59","","","","","","0","","25.0","","100.70","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 03:00","2012","04","01","03:00","-1.0","","-6.2","","68","","","","","","0","","25.0","","100.67","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 04:00","2012","04","01","04:00","-1.0","","-5.3","","73","","","","","","0","","25.0","","100.66","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 05:00","2012","04","01","05:00","-0.4","","-4.5","","74","","","","24","","4","","25.0","","100.65","","","","-2","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 06:00","2012","04","01","06:00","0.5","","-3.2","","76","","","","19","","6","","48.3","","100.62","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 07:00","2012","04","01","07:00","1.2","","-3.6","","70","","","","20","","6","","48.3","","100.60","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 08:00","2012","04","01","08:00","3.2","","-4.5","","57","","","","21","","11","","48.3","","100.53","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 09:00","2012","04","01","09:00","3.7","","-3.9","","58","","","","21","","9","","48.3","","100.49","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 10:00","2012","04","01","10:00","4.1","","-2.8","","61","","","","19","","7","","48.3","","100.46","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 11:00","2012","04","01","11:00","4.8","","-0.3","","70","","","","25","","4","","24.1","","100.43","","","","","","Rain Showers"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 12:00","2012","04","01","12:00","5.8","","0.2","","67","","","","","","0","","24.1","","100.35","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 13:00","2012","04","01","13:00","5.9","","0.0","","66","","","","20","","7","","24.1","","100.24","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 14:00","2012","04","01","14:00","4.7","","1.1","","77","","","","16","","9","","24.1","","100.20","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 15:00","2012","04","01","15:00","3.8","","1.5","","85","","","","14","","19","","24.1","","100.14","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 16:00","2012","04","01","16:00","3.0","","0.7","","85","","","","16","","17","","24.1","","100.10","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 17:00","2012","04","01","17:00","2.8","","0.5","","85","","","","16","","22","","24.1","","100.12","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 18:00","2012","04","01","18:00","2.5","","0.3","","85","","","","14","","11","","24.1","","100.11","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 19:00","2012","04","01","19:00","2.6","","0.2","","84","","","","","","0","","25.0","","100.14","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 20:00","2012","04","01","20:00","2.6","","0.2","","84","","","","1","","11","","19.3","","100.18","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 21:00","2012","04","01","21:00","2.6","","0.7","","87","","","","2","","13","","16.1","","100.21","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 22:00","2012","04","01","22:00","2.5","","0.7","","88","","","","3","","13","","25.0","","100.22","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-01 23:00","2012","04","01","23:00","2.0","","0.3","","88","","","","36","","7","","25.0","","100.21","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 00:00","2012","04","02","00:00","0.4","","-1.2","","89","","","","31","","11","","16.1","","100.22","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 01:00","2012","04","02","01:00","-0.1","","-1.4","","91","","","","34","","7","","9.7","","100.27","","","","-3","","Fog"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 02:00","2012","04","02","02:00","-0.4","","-1.8","","90","","","","","","0","","12.9","","100.31","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 03:00","2012","04","02","03:00","-1.4","","-2.8","","90","","","","","","0","","8.0","","100.33","","","","","","Fog"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 04:00","2012","04","02","04:00","-1.2","","-2.2","","93","","","","34","","4","","9.7","","100.38","","","","-3","","Fog"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 05:00","2012","04","02","05:00","-1.7","","-2.5","","94","","","","33","","6","","25.0","","100.47","","","","-4","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 06:00","2012","04","02","06:00","-1.8","","-3.5","","88","","","","30","","6","","24.1","","100.56","","","","-4","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 07:00","2012","04","02","07:00","0.2","","-2.1","","84","","","","34","","6","","48.3","","100.65","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 08:00","2012","04","02","08:00","2.1","","-4.5","","62","","","","34","","13","","48.3","","100.69","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 09:00","2012","04","02","09:00","3.4","","-7.3","","45","","","","36","","22","","48.3","","100.72","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 10:00","2012","04","02","10:00","4.5","","-8.5","","38","","","","35","","28","","48.3","","100.73","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 11:00","2012","04","02","11:00","4.6","","-7.8","","40","","","","34","","24","","48.3","","100.72","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 12:00","2012","04","02","12:00","6.2","","-7.8","","36","","","","32","","17","","48.3","","100.65","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 13:00","2012","04","02","13:00","6.7","","-7.2","","36","","","","29","","24","","48.3","","100.64","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 14:00","2012","04","02","14:00","7.3","","-8.5","","32","","","","34","","26","","48.3","","100.62","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 15:00","2012","04","02","15:00","7.9","","-10.0","","27","","","","33","","19","","48.3","","100.60","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 16:00","2012","04","02","16:00","7.9","","-12.0","","23","","","","34","","28","","48.3","","100.59","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 17:00","2012","04","02","17:00","8.0","","-12.2","","22","","","","34","","30","","48.3","","100.61","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 18:00","2012","04","02","18:00","6.9","","-13.6","","22","","","","35","","19","","48.3","","100.65","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 19:00","2012","04","02","19:00","4.9","","-12.6","","27","","","","34","","13","","25.0","","100.69","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 20:00","2012","04","02","20:00","3.5","","-13.1","","28","","","","32","","13","","25.0","","100.75","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 21:00","2012","04","02","21:00","3.1","","-13.0","","30","","","","33","","11","","25.0","","100.78","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 22:00","2012","04","02","22:00","0.6","","-12.8","","36","","","","31","","9","","25.0","","100.84","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-02 23:00","2012","04","02","23:00","1.0","","-12.8","","35","","","","36","","13","","25.0","","100.83","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 00:00","2012","04","03","00:00","-0.3","","-11.9","","41","","","","32","","6","","25.0","","100.84","","","","-2","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 01:00","2012","04","03","01:00","-1.1","","-11.4","","45","","","","34","","9","","25.0","","100.86","","","","-4","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 02:00","2012","04","03","02:00","-0.9","","-13.2","","39","","","","36","","6","","25.0","","100.84","","","","-3","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 03:00","2012","04","03","03:00","-3.0","","-12.0","","50","","","","32","","9","","25.0","","100.87","","","","-7","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 04:00","2012","04","03","04:00","-2.1","","-11.8","","47","","","","33","","13","","25.0","","100.92","","","","-7","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 05:00","2012","04","03","05:00","-2.6","","-12.4","","47","","","","30","","6","","25.0","","100.99","","","","-5","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 06:00","2012","04","03","06:00","-2.0","","-12.4","","45","","","","32","","6","","48.3","","101.03","","","","-4","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 07:00","2012","04","03","07:00","0.3","","-11.3","","41","","","","32","","11","","48.3","","101.09","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 08:00","2012","04","03","08:00","1.7","","-11.7","","36","","","","34","","19","","48.3","","101.08","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 09:00","2012","04","03","09:00","2.5","","-11.0","","36","","","","34","","15","","48.3","","101.07","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 10:00","2012","04","03","10:00","4.3","","-10.3","","34","","","","29","","17","","48.3","","100.98","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 11:00","2012","04","03","11:00","6.4","","-9.1","","32","","","","25","","11","","48.3","","100.91","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 12:00","2012","04","03","12:00","7.1","","-8.6","","32","","","","26","","11","","48.3","","100.82","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 13:00","2012","04","03","13:00","8.7","","-9.1","","27","","","","25","","11","","48.3","","100.76","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 14:00","2012","04","03","14:00","10.0","","-8.9","","25","","","","27","","13","","48.3","","100.65","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 15:00","2012","04","03","15:00","10.9","","-9.0","","24","","","","27","","24","","48.3","","100.54","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 16:00","2012","04","03","16:00","10.8","","-9.1","","24","","","","27","","30","","48.3","","100.51","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 17:00","2012","04","03","17:00","9.7","","-9.0","","26","","","","28","","28","","48.3","","100.52","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 18:00","2012","04","03","18:00","8.9","","-9.6","","26","","","","31","","20","","48.3","","100.49","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 19:00","2012","04","03","19:00","8.4","","-9.7","","27","","","","31","","13","","25.0","","100.50","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 20:00","2012","04","03","20:00","7.8","","-9.2","","29","","","","31","","9","","25.0","","100.42","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 21:00","2012","04","03","21:00","7.1","","-8.2","","33","","","","31","","7","","25.0","","100.36","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 22:00","2012","04","03","22:00","6.9","","-8.5","","32","","","","28","","11","","25.0","","100.34","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-03 23:00","2012","04","03","23:00","6.9","","-9.2","","31","","","","27","","11","","25.0","","100.29","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 00:00","2012","04","04","00:00","6.0","","-8.2","","35","","","","29","","9","","25.0","","100.22","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 01:00","2012","04","04","01:00","5.6","","-8.6","","35","","","","27","","4","","25.0","","100.20","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 02:00","2012","04","04","02:00","6.0","","-7.8","","36","","","","24","","9","","25.0","","100.15","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 03:00","2012","04","04","03:00","5.4","","-4.1","","50","","","","23","","11","","25.0","","100.05","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 04:00","2012","04","04","04:00","5.2","","-3.6","","53","","","","23","","7","","25.0","","100.01","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 05:00","2012","04","04","05:00","4.6","","-2.8","","59","","","","23","","9","","24.1","","99.94","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 06:00","2012","04","04","06:00","4.2","","-3.0","","59","","","","25","","11","","48.3","","99.89","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 07:00","2012","04","04","07:00","4.8","","-4.1","","52","","","","25","","17","","48.3","","99.85","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 08:00","2012","04","04","08:00","5.5","","-5.9","","44","","","","28","","20","","48.3","","99.83","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 09:00","2012","04","04","09:00","6.5","","-6.5","","39","","","","28","","28","","48.3","","99.83","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 10:00","2012","04","04","10:00","8.7","","-3.7","","41","","","","29","","30","","48.3","","99.78","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 11:00","2012","04","04","11:00","9.3","","-2.6","","43","","","","32","","28","","48.3","","99.75","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 12:00","2012","04","04","12:00","8.9","","-2.9","","43","","","","32","","24","","48.3","","99.71","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 13:00","2012","04","04","13:00","8.7","","-3.5","","42","","","","32","","33","","24.1","","99.71","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 14:00","2012","04","04","14:00","8.5","","-3.4","","43","","","","32","","26","","24.1","","99.72","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 15:00","2012","04","04","15:00","8.0","","-3.2","","45","","","","33","","26","","24.1","","99.75","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 16:00","2012","04","04","16:00","8.3","","-3.0","","45","","","","32","","20","","24.1","","99.75","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 17:00","2012","04","04","17:00","8.1","","-4.6","","40","","","","34","","26","","24.1","","99.81","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 18:00","2012","04","04","18:00","7.6","","-4.6","","42","","","","33","","22","","24.1","","99.87","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 19:00","2012","04","04","19:00","6.5","","-3.8","","48","","","","31","","19","","24.1","","99.98","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 20:00","2012","04","04","20:00","6.0","","-3.8","","49","","","","32","","19","","25.0","","100.07","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-04-04 21:00","2012","04","04","21:00","4.9","","-4.4","","51","","","","34","","19","","25.0","","100.13","","","","","","Mostly Cloudy"
